Iteration,Residual
3.060000000000000000e+02,3.158543755506853401e+01
3.070000000000000000e+02,3.127684395206038204e+01
3.080000000000000000e+02,3.075174022171189492e+01
3.090000000000000000e+02,3.152643254691357200e+01
3.100000000000000000e+02,3.173199820340596844e+01
3.110000000000000000e+02,3.205420406976752190e+01
3.120000000000000000e+02,3.242392824327944112e+01
3.130000000000000000e+02,3.251245908877596946e+01
3.140000000000000000e+02,3.187592139039271544e+01
3.150000000000000000e+02,3.196744888123869188e+01
3.160000000000000000e+02,3.125953640066092021e+01
3.170000000000000000e+02,3.107644174598511455e+01
3.180000000000000000e+02,3.012706573708430824e+01
3.190000000000000000e+02,3.046688985783331916e+01
3.200000000000000000e+02,2.918313444342273755e+01
3.210000000000000000e+02,2.905009050680762783e+01
3.220000000000000000e+02,2.763010456383904767e+01
3.230000000000000000e+02,2.802462770695573724e+01
3.240000000000000000e+02,2.800364452156050277e+01
3.250000000000000000e+02,2.900246423075862268e+01
3.260000000000000000e+02,2.833365729119691778e+01
3.270000000000000000e+02,2.824149017859785715e+01
3.280000000000000000e+02,2.807637760920200165e+01
3.290000000000000000e+02,2.799215120243608368e+01
3.300000000000000000e+02,2.703985594501163092e+01
3.310000000000000000e+02,2.741373591827402834e+01
3.320000000000000000e+02,2.657929547519775326e+01
3.330000000000000000e+02,2.582139300858865383e+01
3.340000000000000000e+02,2.489163649529757905e+01
3.350000000000000000e+02,2.427842960939270611e+01
3.360000000000000000e+02,2.401214462245410175e+01
3.370000000000000000e+02,2.405982878700002559e+01
3.380000000000000000e+02,2.373075552707461355e+01
3.390000000000000000e+02,2.336090245607616822e+01
3.400000000000000000e+02,2.285121758215930399e+01
3.410000000000000000e+02,2.262067534836508287e+01
3.420000000000000000e+02,2.237085775703261703e+01
3.430000000000000000e+02,2.218386370253655571e+01
3.440000000000000000e+02,2.211805099298286947e+01
3.450000000000000000e+02,2.156561380451952914e+01
3.460000000000000000e+02,2.200697964624000491e+01
3.470000000000000000e+02,2.162660980800502131e+01
3.480000000000000000e+02,2.202360324859017027e+01
3.490000000000000000e+02,2.082887102159456916e+01
3.500000000000000000e+02,2.067004947738700338e+01
3.510000000000000000e+02,1.910621020177280727e+01
3.520000000000000000e+02,1.931832849962872345e+01
3.530000000000000000e+02,1.822761503330917421e+01
3.540000000000000000e+02,1.894169341612326818e+01
3.550000000000000000e+02,1.790156976174393222e+01
3.560000000000000000e+02,1.841153350869582894e+01
3.570000000000000000e+02,1.765759113439272454e+01
3.580000000000000000e+02,1.752717963340216301e+01
3.590000000000000000e+02,1.732157654212352327e+01
3.600000000000000000e+02,1.721570605806975252e+01
3.610000000000000000e+02,1.663370684462233129e+01
3.620000000000000000e+02,1.621368827248154787e+01
3.630000000000000000e+02,1.593984288181174414e+01
3.640000000000000000e+02,1.637285882392012581e+01
3.650000000000000000e+02,1.642322457680919712e+01
3.660000000000000000e+02,1.611307147504167148e+01
3.670000000000000000e+02,1.645301637410982920e+01
3.680000000000000000e+02,1.624497028641280139e+01
3.690000000000000000e+02,1.674503839607051958e+01
3.700000000000000000e+02,1.633254443492299401e+01
3.710000000000000000e+02,1.642483580614398520e+01
3.720000000000000000e+02,1.612565602268743703e+01
3.730000000000000000e+02,1.696748959069672225e+01
3.740000000000000000e+02,1.702745950045597922e+01
3.750000000000000000e+02,1.792324857092093637e+01
3.760000000000000000e+02,1.757084086960613334e+01
3.770000000000000000e+02,1.799331770014417131e+01
3.780000000000000000e+02,1.758802013120749663e+01
3.790000000000000000e+02,1.748053615312825926e+01
